r(t) - SetPoint; t - Tempo;e(t) - Erro;u(t) - Saído do Controlador;y(t) - Variável de Processo
1;-0.003154;1;318.057704502219;0
1;0;1;1;0
1;0.003154;0.964361873548386;-10.3349806919601;0.0356381264516139
1;0.006308;0.893690410642763;-21.5132413920278;0.106309589357237
1;0.009462;0.82577520578677;-20.7072637466524;0.17422479421323
1;0.012616;0.762956762193812;-19.1541147637916;0.237043237806188
1;0.01577;0.705592390006882;-17.4822237757921;0.294407609993118
1;0.018924;0.670200477494663;-10.5510780615729;0.329799522505337
1;0.022078;0.62108816716205;-14.9503482096969;0.37891183283795
1;0.025232;0.575834634661783;-13.7721465004895;0.424165365338217
1;0.028386;0.534326801043363;-12.6260516448729;0.465673198956637
1;0.03154;0.496542445466143;-11.4832785999429;0.503457554533857
1;0.034694;0.46218772930078;-10.4302397169145;0.53781227069922
1;0.037848;0.43097479937909;-9.46532511238058;0.56902520062091
1;0.041002;0.402634302068008;-8.58293871983498;0.597365697931992
1;0.044156;0.376919173227106;-7.7762605480481;0.623080826772894
1;0.04731;0.353603358200029;-7.03885543288336;0.646396641799971
1;0.050464;0.332480151896823;-6.36479515032447;0.667519848103177
1;0.053618;0.313360562250291;-5.74865264210356;0.686639437749709
1;0.056772;0.296071796488756;-5.18546458954007;0.703928203511244
1;0.059926;0.280455873747159;-4.67069274438761;0.719544126252841
1;0.06308;0.266368356001728;-4.20018768249889;0.733631643998272
1;0.066234;0.253677187644073;-3.77015551928524;0.746322812355927
1;0.069388;0.242261634468764;-3.37712745091772;0.757738365531236
1;0.072542;0.232011313570302;-3.01793190090719;0.767988686429698
1;0.075696;0.22282530636246;-2.68966905249677;0.77717469363754
1;0.07885;0.21461134759812;-2.38968756309943;0.78538865240188
1;0.082004;0.205037166591059;-2.83053068599644;0.794962833408941
1;0.085158;0.198817160596299;-1.77328366209236;0.801182839403701
1;0.088312;0.191858837745252;-2.01433103259302;0.808141162254748
1;0.091466;0.18615581010595;-1.62203304192388;0.81384418989405
1;0.09462;0.181633844246874;-1.25209027086915;0.818366155753126
1;0.097774;0.178953936057922;-0.670731602607908;0.821046063942078
1;0.100928;0.176780721885308;-0.512253575075363;0.823219278114692
1;0.104082;0.174994373701527;-0.39138108088978;0.825005626298473
1;0.107236;0.173119290875537;-0.421390165684395;0.826880709124463
1;0.11039;0.172060260579108;-0.163713454204996;0.827939739420892
1;0.113544;0.17128671108651;-0.0739731153554692;0.82871328891349
1;0.116698;0.170757110198939;0.00284306848336369;0.829242889801061
1;0.119852;0.170386984103455;0.0530356538929173;0.829613015896545
1;0.123006;0.170334616508643;0.153731067107256;0.829665383491357
1;0.12616;0.170457797018275;0.209513126641612;0.829542202981725
