r(t) - SetPoint; t - Tempo;e(t) - Erro;u(t) - Saído do Controlador;y(t) - Variável de Processo
1;0;1;1;0
1;0.02;0.999900168121868;0.999900168121868;9.98318781322438E-05
1;0.04;0.999104627326882;0.999104627326882;0.000895372673117706
1;0.06;0.997990921232568;0.997990921232568;0.00200907876743249
1;0.08;0.99516194205532;0.99516194205532;0.00483805794467986
1;0.1;0.992035378538542;0.992035378538542;0.00796462146145778
1;0.12;0.988154786654465;0.988154786654465;0.011845213345535
1;0.14;0.983533408382752;0.983533408382752;0.0164665916172478
1;0.16;0.978185529477439;0.978185529477439;0.0218144705225606
1;0.18;0.972126458570929;0.972126458570929;0.0278735414290711
1;0.2;0.967124711806717;0.967124711806717;0.0328752881932827
1;0.22;0.95985946591886;0.95985946591886;0.0401405340811397
1;0.24;0.949844494322085;0.949844494322085;0.0501555056779151
1;0.26;0.941108966263684;0.941108966263684;0.0588910337363161
1;0.28;0.931752907063871;0.931752907063871;0.0682470929361288
1;0.3;0.921797062254683;0.921797062254683;0.0782029377453171
1;0.32;0.91126165006762;0.91126165006762;0.0887383499323803
1;0.34;0.900168049839072;0.900168049839072;0.0998319501609281
1;0.36;0.888539029716742;0.888539029716742;0.111460970283258
1;0.38;0.873285618368647;0.873285618368647;0.126714381631353
1;0.4;0.863767766073989;0.863767766073989;0.136232233926011
1;0.42;0.850670715600539;0.850670715600539;0.149329284399461
1;0.44;0.83713450039973;0.83713450039973;0.16286549960027
1;0.46;0.823185559720239;0.823185559720239;0.176814440279761
1;0.48;0.808849874992135;0.808849874992135;0.191150125007865
1;0.5;0.794153805500055;0.794153805500055;0.205846194499945
1;0.52;0.779124042879244;0.779124042879244;0.220875957120756
1;0.54;0.763787565586472;0.763787565586472;0.236212434413528
1;0.56;0.748171593331184;0.748171593331184;0.251828406668816
1;0.58;0.732303541539769;0.732303541539769;0.267696458460231
1;0.6;0.716210975925132;0.716210975925132;0.283789024074868
1;0.62;0.699921567232926;0.699921567232926;0.300078432767074
1;0.64;0.683463046234851;0.683463046234851;0.316536953765149
1;0.66;0.666863159038401;0.666863159038401;0.333136840961599
1;0.68;0.650149622781309;0.650149622781309;0.349850377218691
1;0.7;0.633350081777667;0.633350081777667;0.366649918222333
1;0.72;0.616492064181426;0.616492064181426;0.383507935818574
1;0.74;0.599602939231485;0.599602939231485;0.400397060768515
1;0.76;0.582709875141131;0.582709875141131;0.417290124858869
1;0.78;0.565839797692943;0.565839797692943;0.434160202307057
1;0.8;0.544825189419822;0.544825189419822;0.455174810580178
1;0.82;0.528104689644459;0.528104689644459;0.471895310355541
1;0.84;0.515636011919201;0.515636011919201;0.484363988080799
1;0.86;0.49502292460804;0.49502292460804;0.50497707539196
1;0.88;0.47870984539539;0.47870984539539;0.52129015460461
1;0.9;0.462583142227276;0.462583142227276;0.537416857772724
1;0.92;0.446666846098304;0.446666846098304;0.553333153901696
1;0.940000000000001;0.430984325771859;0.430984325771859;0.569015674228141
1;0.960000000000001;0.415558359287002;0.415558359287002;0.584441640712998
1;0.980000000000001;0.400411103221428;0.400411103221428;0.599588896778572
1;1;0.38556406323378;0.38556406323378;0.61443593676622
1;1.02;0.371036216002305;0.371036216002305;0.628963783997695
1;1.04;0.3568484478922;0.3568484478922;0.6431515521078
1;1.06;0.343019499931003;0.343019499931003;0.656980500068997
1;1.08;0.329567019069112;0.329567019069112;0.670432980930888
1;1.1;0.316508972329023;0.316508972329023;0.683491027670977
1;1.12;0.303862534308001;0.303862534308001;0.696137465691999
1;1.14;0.291644067202353;0.291644067202353;0.708355932797647
1;1.16;0.279869102199521;0.279869102199521;0.720130897800479
1;1.18;0.268552322363291;0.268552322363291;0.731447677636709
1;1.2;0.257707547025679;0.257707547025679;0.742292452974321
1;1.22;0.247347717696555;0.247347717696555;0.752652282303445
1;1.24;0.237484885499534;0.237484885499534;0.762515114500466
1;1.26;0.228130200140159;0.228130200140159;0.771869799859841
1;1.28;0.219293900409917;0.219293900409917;0.780706099590083
1;1.3;0.210985306227136;0.210985306227136;0.789014693772864
1;1.32;0.20321281221337;0.20321281221337;0.79678718778663
1;1.34;0.195983882801438;0.195983882801438;0.804016117198562
1;1.36;0.187722013150599;0.187722013150599;0.812277986849401
1;1.38;0.181738909363462;0.181738909363462;0.818261090636538
1;1.4;0.17631836061297;0.17631836061297;0.82368163938703
1;1.42;0.171463776431713;0.171463776431713;0.828536223568287
1;1.44;0.166195028789846;0.166195028789846;0.833804971210154
1;1.46;0.163460480133439;0.163460480133439;0.836539519866561
1;1.48;0.160313359950531;0.160313359950531;0.839686640049469
1;1.5;0.157736441838132;0.157736441838132;0.842263558161868
1;1.52;0.155728470107045;0.155728470107045;0.844271529892955
1;1.54;0.154287319472383;0.154287319472383;0.845712680527617
1;1.56;0.153409802651459;0.153409802651459;0.846590197348541
1;1.58;0.153092007516818;0.153092007516818;0.846907992483182
1;1.6;0.15332935577881;0.15332935577881;0.84667064422119
1;1.62;0.154116371832844;0.154116371832844;0.845883628167156
1;1.64;0.155446649514377;0.155446649514377;0.844553350485623
1;1.66;0.157313137782592;0.157313137782592;0.842686862217408
1;1.68;0.159707783088241;0.159707783088241;0.840292216911759
1;1.7;0.162621734268295;0.162621734268295;0.837378265731705
1;1.72;0.16604549524677;0.16604549524677;0.83395450475323
