r(t) - SetPoint; t - Tempo;e(t) - Erro;u(t) - Saído do Controlador;y(t) - Variável de Processo
1;-0.003154;1;318.060858502219;0
1;0;0.99984107555126;0.955760353396624;0.000158924448740437
1;0.003154;0.998571585466422;0.605526966812204;0.0014284145335785
1;0.006308;0.996670832205071;0.406622859673896;0.00332916779492861
1;0.009462;0.993828470455763;0.108370807188533;0.00617152954423714
1;0.012616;0.989120910535281;-0.484592515974227;0.0108790894647195
1;0.01577;0.986317210926145;0.119348208908436;0.0136827890738549
1;0.018924;0.983533573791335;0.126027598721469;0.0164664262086653
1;0.022078;0.980768372195555;0.132200870257926;0.0192316278044451
1;0.025232;0.978018780702528;0.137485253345066;0.0219812192974721
1;0.028386;0.975284658007152;0.142731679935792;0.0247153419928478
1;0.03154;0.973470445023777;0.435652254372131;0.0265295549762231
1;0.034694;0.971663020982908;0.43906194202662;0.0283369790170917
1;0.037848;0.969861770472746;0.442277001014875;0.0301382295272543
1;0.041002;0.967170320192389;0.160391310238398;0.0328296798076105
1;0.044156;0.964491302674405;0.164696201387321;0.0355086973255948
1;0.04731;0.961825924984808;0.169389035343482;0.0381740750151915
1;0.050464;0.960057243525123;0.454952822721201;0.0399427564748774
1;0.053618;0.958295115270593;0.458290901444224;0.041704884729407
1;0.056772;0.956538941367871;0.461439524478532;0.0434610586321289
1;0.059926;0.954788128783861;0.464399961056561;0.045211871216139
1;0.06308;0.952171902765623;0.190400888317944;0.0478280972343771
1;0.066234;0.949567595079786;0.194570315939437;0.0504324049202145
1;0.069388;0.946976382438332;0.199117751520962;0.0530236175616679
1;0.072542;0.945256829548413;0.476745978599968;0.0547431704515866
1;0.075696;0.943543573857933;0.480005234940149;0.056456426142067
1;0.07885;0.940984192099023;0.212142928347449;0.0590158079009767
1;0.082004;0.938436483425865;0.216256090115759;0.0615635165741352
1;0.085158;0.93506042139445;-0.0468066056321188;0.0649395786055502
1;0.088312;0.930874919794296;-0.304695179332797;0.0691250802057039
1;0.091466;0.928383888057925;0.232986637072983;0.0716161119420747
1;0.09462;0.925910352384321;0.23898068414929;0.0740896476156793
1;0.097774;0.923451255061899;0.24401194256824;0.0765487449381007
1;0.100928;0.92100542005693;0.248675878585813;0.0789945799430702
1;0.104082;0.918572743101552;0.253312241061618;0.0814272568984475
1;0.107236;0.916153124745202;0.25792249909216;0.0838468752547981
1;0.11039;0.912947117340557;0.00826522039772826;0.0870528826594429
1;0.113544;0.910557611872471;0.267625843364509;0.0894423881275287
1;0.116698;0.908181880351478;0.272481653541248;0.0918181196485219
1;0.119852;0.905819296890798;0.27714471796465;0.0941807031092016
1;0.123006;0.903469253922893;0.281620276875831;0.0965307460771073
1;0.12616;0.901131655385225;0.286070450064404;0.0988683446147749
1;0.129314;0.899580123222728;0.536584594108466;0.100419876777272
